RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01
3101,Los Angeles County,California,1,458300,448000,431700,419900,403800,388700,373000,359600,346300,333600,320100,311200,304000,299500,294800,298400,304000,312800,319200,323400,326300,330600,335300,335100,332600,329900,334600,332600,333000,327700,331300,329000,329600,328900,324900,323900,319700,324000,322400,318300,315400,311800,312600,306800,307200,306300,306800,306600,306200,310900,312000,315500,317600,322800,330000,336900,345000,353500,357400,360900,367000,382100,395800,406700,412900,418600,420900,423000,421900,422900,418900,421400,420300,426300,428100,427500,429100,429900,433300,434600,436200,441000,443500,447900,450500,454700,455000,457300,456800,459600,459900,460300,459500,469900,474800,479300,475000,482200,489400,492500,491400,490700,493200,490500,492800,490800,496200,490800,495200,495700,505300,508500,512700,516100,522100,530300,541200,549900,556000,559800,562300,563400,566600,570700,573200,577000,579800,588500,594100,594700,596300,595800,601500,605500,604800,603500,606200,608700,612900,611200,615700,624600,633000
139,Cook County,Illinois,2,285300,280300,255900,242800,235800,234900,238300,238300,232000,226900,218300,215200,212100,206700,197700,189000,190400,196900,199700,201300,202800,202200,203600,199500,197000,193700,191200,191200,183200,178900,171500,174300,175200,179400,179700,181900,175400,169500,159000,156900,158200,163100,166100,163600,158200,155700,153400,153100,153600,154800,154700,155400,157900,161500,162200,156700,156400,154500,159000,157400,157200,156400,161400,170900,183700,192700,194400,194600,191600,192700,190900,193500,190100,188600,188300,193300,196900,200600,205900,207200,204800,201200,202800,203700,206900,209800,211800,209800,205700,198000,195600,190400,188200,185100,184500,187100,187400,189800,189100,190000,191500,195900,195900,197200,198800,203800,205900,209500,209600,209900,206700,203200,200200,201300,202500,204800,205800,209300,211800,218100,226300,228600,223900,222300,225000,228700,227300,228200,233400,226900,230600,239600,255300,256200,245300,236200,232100,232700,234200,235400,237300,241400,244700
1090,Harris County,Texas,3,137600,135500,132000,132000,132400,134300,135700,135200,132700,127200,126400,125400,128000,127800,129500,132200,136600,138900,139900,137700,136500,134000,134500,134300,134900,134200,133300,132600,130500,131000,130300,132300,134000,137400,136500,135200,132500,130300,129000,129300,131300,132800,133400,134600,135400,135900,134200,130700,130600,134000,138400,140300,140500,140000,139400,137100,139300,140500,143100,141200,142000,145800,150600,154000,155900,157700,159000,158700,159100,159700,160600,162700,164700,166400,167500,166700,166300,166700,166600,168500,167800,168400,169200,169200,171200,170900,172200,172900,173700,175800,174900,174400,173300,174900,177300,178000,176700,175700,177200,179500,182100,181900,183700,184100,186100,186700,187500,188000,188900,188300,188500,189100,189800,190600,191800,193900,195600,194600,195200,196400,197800,198600,197800,197000,196900,196400,198500,199600,203100,205500,208000,208800,208600,207700,208500,210000,209600,211300,213000,218700,220600,222700,222600
2402,Maricopa County,Arizona,4,231000,221400,212100,207500,201500,196100,186900,179200,171100,161000,150100,138200,129900,121800,118000,120000,124500,128400,129900,130600,134000,134200,135100,134000,134000,133100,130400,129300,128000,125800,124000,121800,121900,117800,118000,116000,116500,113200,109900,109900,109200,110400,111700,113800,118900,120600,117200,111800,109500,114800,119700,122900,124500,126500,128100,131900,136700,140700,143200,143400,145500,147600,150600,153300,155800,156700,156900,157500,156000,157900,158500,160200,159500,158600,158700,157700,159000,159400,162900,162900,164300,165800,166300,169600,171100,175200,177000,179500,179900,180000,181200,183600,185700,188400,189200,190000,191200,193800,196800,197800,198000,200200,202200,204500,208000,208000,210400,209900,211900,211900,212000,212300,213600,216000,218200,220400,223700,225500,230000,232900,236000,235400,233900,234800,238300,240400,241200,242200,244200,244300,246400,248400,251200,249500,249500,251200,254800,255900,257900,260700,265700,269100,275000
2841,San Diego County,California,5,401900,395400,380800,369700,353500,341600,331200,321200,310700,303500,293700,289700,284400,285700,284200,291000,297500,307900,313600,317900,321600,325300,323400,326300,327900,334600,332300,329300,328400,327400,329000,330300,333700,335700,325500,320200,316700,321900,321600,318200,317000,314500,312000,311900,313200,315300,312800,312700,314800,320900,325500,327000,331700,336900,344400,350200,356200,364500,363300,364700,367600,380400,392400,399400,404800,407200,412100,412800,415800,418000,416000,415800,416400,423400,427300,429400,431800,434900,436700,440800,439100,438000,438000,443100,448600,449800,450600,454700,457800,460200,456500,455900,461200,466900,471700,470000,472300,476100,479900,479800,478300,480500,484100,493700,496500,500300,498600,503500,507800,511500,513600,518000,520900,523100,525700,530700,539800,544700,543300,544900,546300,556900,557100,559500,556300,558300,560500,562200,560200,559000,554900,556900,555300,561200,559800,563100,561500,565800,562800,569400,576700,583600,587700
1286,Orange County,California,6,512400,501900,483400,465500,450500,439400,429800,419100,405000,396600,385400,385500,383500,379600,382500,388300,401700,408400,417400,426000,431700,436300,440800,443000,440300,431800,427000,423900,428900,429300,434100,433000,434000,426400,424800,424800,430700,426700,418900,411000,411200,410700,413500,408800,408400,402100,403600,403500,404800,404500,407100,415700,425700,435800,442300,447500,452700,460600,470900,483400,493600,504900,510900,516400,518900,522900,525800,524600,528300,536000,545400,552000,550500,547300,545900,546300,546100,547100,550400,561800,565500,566600,563800,572400,578000,579400,572600,574300,578900,584800,587100,587900,592200,597400,608200,609900,609600,606700,607500,610600,608600,616000,614500,613800,602100,599000,596000,596200,597500,601700,607500,609100,609500,606800,614300,632600,657600,672700,682100,693200,704200,700800,691400,685900,690100,692000,696500,698600,700200,695400,700300,705200,709300,709500,702800,700600,698200,699300,702200,707900,717200,725900,743600
2964,Miami-Dade County,Florida,7,286400,276500,269600,257800,252300,244500,236100,224500,211600,203300,189400,180100,169600,161500,156500,152200,154100,156100,156500,156800,155600,157100,161200,163700,168500,167100,166100,159400,151500,142800,134700,136400,140500,140900,128500,122000,121400,131200,139000,144100,155700,154500,151300,143600,143200,149000,153500,156900,157600,159500,159700,163600,161800,162800,163500,163900,167400,173600,178100,182700,180300,183700,188400,193000,195700,199700,199900,196000,196600,197600,202400,193200,193700,196600,204200,205700,209200,208500,209200,208100,209000,212600,212500,213200,214500,215400,221500,222400,223800,221100,223300,223500,225800,223600,228000,229200,231600,230500,230100,232500,236400,240100,242400,246000,249700,251000,251500,250900,253800,256900,257700,257500,254900,259400,263600,266000,264700,264500,268500,271900,275700,273800,270800,268500,267900,270500,269200,273100,273900,278000,274900,277100,278300,281900,281600,283100,283500,288800,288600,290900,290400,291800,294700
978,Dallas County,Texas,8,125500,122600,121900,122000,125200,127100,127700,125000,122900,117100,114600,113400,115900,114800,115900,118900,123900,126400,127700,128300,129800,127500,126900,122100,122600,123600,125800,125800,124200,124500,125200,124700,125300,126900,128000,127200,121700,119500,119900,121700,123300,124700,127600,126700,125100,127700,127300,129000,130500,133100,135900,135500,141700,144000,144900,144100,142400,144700,143000,144500,148500,156400,162600,166000,169300,171200,171900,168400,168500,165800,166000,166000,168000,168800,166400,166500,168500,170700,170800,171000,171800,174100,174900,177200,180400,181600,182900,180700,182300,182300,181700,183800,184800,186100,185200,185300,187700,189700,193700,195700,195400,195300,198200,201400,203600,202300,206400,207900,210000,209500,211200,210600,210700,214100,217700,220900,219000,221800,223400,230800,230800,229800,225400,226100,226100,224900,225200,225200,228500,232600,235400,235500,231700,231500,230200,231200,231400,234200,239500,242600,246200,244700,250000
2832,Riverside County,California,9,315000,297700,282800,270800,258800,247400,235800,229300,219700,210000,201000,192700,184800,174800,169500,168500,169700,172000,173800,178000,182000,187000,191100,193600,192800,189800,191100,192700,193900,192300,191300,191100,189400,188700,189500,191600,191200,187900,185800,184100,183100,181200,182300,183900,185300,184100,184800,185200,187800,190400,192000,192100,192900,191600,195900,201900,211300,218700,222600,226900,230500,233900,238100,242800,251000,255100,258300,259800,265000,268900,273100,275800,277200,276500,277600,278800,280700,281700,281900,283400,284200,286300,286300,291000,291000,294200,292300,294200,295100,296400,298200,299900,300900,304000,306800,307600,309800,309900,312100,311900,312100,315800,319400,320700,319100,317300,319200,321900,324200,326800,326900,329500,332800,336900,338000,343900,347100,350500,355800,364100,367000,364800,364200,367300,368100,366000,369800,371100,376300,377500,383100,384000,382500,378900,378200,379600,380000,382900,386600,390900,391900,389300,391900
3250,San Bernardino County,California,10,271200,258100,243100,233500,221700,213700,203800,198100,188600,180700,170200,162900,154200,144200,136100,132100,131900,135400,139200,143200,146300,147900,150000,149900,149400,148500,148500,150100,150900,152200,153200,152900,152300,150600,151700,152600,151500,148400,144900,143400,144600,146900,149200,149100,149400,147400,148400,146500,147500,147600,149500,152100,155500,159700,163400,165500,170100,172500,175600,174600,177200,179500,186200,190100,193100,196400,204700,213900,215000,218100,218200,222400,220400,222900,225400,229300,230400,231400,231000,233800,237000,240600,239400,240300,243200,247400,245500,244300,246500,251900,254400,253000,255300,257700,261300,263000,263600,262500,262800,262200,266000,266100,274500,272600,273600,268600,267700,268100,269300,273200,275700,277700,278900,280600,285400,293400,299400,301600,303800,310600,312700,315800,311900,316000,315800,318600,318300,319200,317300,314600,316000,320800,324600,324500,323800,323400,322800,324000,330300,335700,336400,334400,342500
445,Clark County,Nevada,11,246100,241000,234700,225400,216300,206200,197300,189000,180100,171700,162700,155300,148200,139200,131900,126100,124300,121500,121400,122700,125400,126600,126500,125400,125100,126400,128200,128700,126300,124800,123300,122600,122000,120600,119400,117800,115800,114400,112500,110900,108800,106400,105900,107500,109800,110600,110500,110000,111200,113400,115300,117000,117800,119900,122700,126600,131100,134500,137200,139000,142300,145700,149000,152600,156600,159500,161300,163000,165300,167500,168800,169300,170300,170900,171800,166000,166800,170300,177700,179800,180400,182300,182200,184100,184600,187500,187400,185300,187500,189300,194700,193400,194300,195300,199100,200600,200300,199000,199700,199700,200100,199300,200600,202000,204500,206800,210700,213400,217900,219500,222400,224100,227800,229600,233200,235700,239100,241600,244100,247300,249900,253400,256600,259300,259700,261400,263400,267800,269500,271100,273100,273300,274100,270900,271700,270600,272000,272500,275200,278400,280900,284200,284900
207,King County,Washington,12,394000,391600,383000,377300,365500,363400,362100,361100,356900,360600,370400,371000,358200,341900,333200,330700,328700,332500,337500,341700,340200,348600,360500,372100,365600,352600,340300,333600,345900,350100,360900,352700,354900,357300,360800,363200,350000,342400,327200,320400,308500,307600,309300,303900,299100,297200,302300,300300,296800,305100,312800,322900,323800,331100,336200,342100,349400,350800,348600,345700,349900,354300,358900,358800,366400,368700,375800,374500,375300,372900,373100,375000,374400,373300,370900,374600,380000,381200,384600,384400,387200,385600,388600,389200,391000,399900,404200,407600,400500,406100,408100,413100,415400,424600,432700,437700,437000,437800,439400,443900,441500,442000,442300,449200,460400,469500,479500,482500,488900,499800,507700,516800,521400,531800,534900,539900,541000,549500,554000,563000,572500,587400,592300,586700,573300,567100,569100,573800,575300,571000,575700,582100,595100,603200,611800,610500,597700,590500,586600,593600,593500,613600,622800
2049,Tarrant County,Texas,13,132100,130500,128500,127700,129100,130700,130500,129800,129700,130300,130000,128700,127400,126900,125800,127800,128600,131500,130800,131300,130900,130900,130400,131500,131600,132300,129200,128900,128200,132200,134700,134300,133600,132200,134300,132300,129500,124200,122000,123100,124500,128100,129100,132600,132200,132200,131500,131400,132700,135200,136900,139100,139100,139600,139500,139800,139400,138100,137600,137600,139600,142300,145600,146900,150400,151900,153300,152300,153200,153500,151400,150600,149500,152800,153800,156600,157300,159100,158700,160300,160700,163400,162800,164100,164600,165900,167700,169800,172400,172300,171900,170300,171600,172900,176700,178300,180300,181100,182000,182100,182600,184900,187800,190200,191700,193500,195900,199700,201600,201100,200100,200400,202200,203700,205000,205700,206800,208700,211700,214600,214300,214600,214000,215800,216900,216000,217600,218200,221000,219800,221400,222100,223200,222800,223400,225500,225700,228000,229400,235300,239300,239900,242300
3136,Santa Clara County,California,14,685300,653200,634800,620100,614200,595200,568300,535700,501000,482100,468300,460300,431900,411800,405700,421300,450700,471200,484100,489000,498600,516200,519400,512500,505400,501000,506800,510300,524400,529200,535400,530400,527200,522500,514100,499800,485100,478100,482000,491800,498900,509100,507200,495800,485100,481700,487100,482000,481100,489500,508800,531100,555600,577000,586200,584900,588900,599200,615600,622200,623700,630300,641200,651900,659200,664300,673600,673100,674900,673900,685500,693900,703600,708200,709700,712600,710800,720800,726600,734500,739500,748400,753900,763600,766600,771000,777600,789400,808600,822500,826100,823800,822400,835300,838400,839800,836700,841500,847900,845700,856600,853200,861000,862300,869800,869800,870300,882200,897900,902800,903900,911900,924500,937100,959400,988600,1026300,1075800,1102900,1151200,1177000,1188200,1172800,1143400,1133100,1128900,1118600,1137600,1118300,1104800,1084800,1076000,1081800,1065100,1065700,1064700,1073800,1068200,1064500,1058300,1074800,1090900,1092800
1561,Broward County,Florida,15,228800,222000,214200,209100,204700,205500,197000,190400,177300,170500,158100,151000,141900,134600,125400,119700,118000,118600,120400,120500,124400,127000,122500,116400,112600,113400,114500,113900,112600,110600,109200,110000,110800,111700,107700,104200,99200,97800,97600,100100,103100,104300,106000,106700,108700,109500,112600,113200,114000,114100,115100,116500,117700,119800,121700,123600,124800,130800,134500,138000,135700,137100,139300,142200,145900,149200,153300,155200,154800,155800,157600,160300,161200,160000,160800,161200,164400,164800,168000,169200,173900,175500,176400,176500,178400,181300,185400,188400,191900,192100,190900,188700,185500,187000,190300,196700,199100,200000,200700,201800,202100,201400,205300,208300,209200,208500,208400,212100,214400,218100,217400,219800,219400,225700,225500,228300,228500,230700,232800,233500,236000,238300,239100,239900,238500,239100,237600,239700,242900,246100,247100,252200,256600,260000,255900,256000,255800,256700,253000,253900,265300,278600,
386,Bexar County,Texas,16,133300,133700,133600,133700,134000,135400,135000,135400,132500,129500,128500,129500,132500,134200,135700,136900,138000,138400,138500,137000,135800,134300,134000,134500,133800,133100,131900,132500,133300,136400,138000,139600,140300,140700,139300,134800,133400,132200,135100,134500,136100,135400,136500,136900,136100,136700,133900,135200,135000,138400,141300,143100,143900,142300,142500,142900,143400,144100,141100,143000,143700,148300,149500,152600,153900,155900,154300,154100,152300,152300,153500,154900,156600,157300,157800,157300,157600,157900,160100,160600,161800,162700,164200,164900,166200,166900,167900,169000,169500,170400,170600,171600,169800,170700,171300,172300,173500,174000,175400,174700,175500,176700,177900,178800,179300,179300,177900,178200,177800,178400,178700,180500,180100,181100,181500,184400,184800,186800,187400,187400,187400,188400,190200,190000,190300,191000,193900,198500,199700,198300,193500,193000,194300,197300,200000,201200,202700,204700,207100,209600,208200,208900,207700
2452,New York County,New York,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,814800,795900,797700,772900,803500,804400,838200,821800,790300,786800,816300,837000,840700,820700,828200,835200,855900,841300,832400,792400,801700,799800,816800,826100,841400,865800,865000,863200,849500,876400,869500,863900,807600,814700,823800,845200,839400,834000,835400,843600,861500,877600,889400,900200,906100,895300,875300,870500,885000,901600,910400,893400,899000,921800,953200,955000,953900,946400,940200,926300,933000,947300,959500,973600,1030200,1072400,1114300,1050600,1106800,1124000,1137000,1049600,1043500,1053000,1066300,1003400,1012000,992100,986400,947300,949200,962300,1008100,1046600,1085300,1086700,1032300,996800,959200,959300,955100,994100,1006700,1006100,1003200,1006300,996400,980300,980100,991700,990700,986300,975200,951500,975300,1011300,1015700,1018400,998300,1039200,990200,975800,940600,946100,941300,917300
3175,Philadelphia County,Pennsylvania,18,112000,111900,111200,109100,107600,111200,114600,115600,113500,109500,108200,102700,101700,107800,111100,114200,109300,116000,120200,123400,126100,124700,122200,114400,114100,116900,119400,119200,114600,107900,105600,101400,105500,101400,106400,106700,110300,108400,107500,107800,104700,105800,105900,106900,103200,102900,104100,102400,101300,102900,107700,106300,105800,108200,106700,104300,102400,108400,109700,108900,103600,105000,104400,108200,109800,111400,111600,113100,114200,116700,116800,117700,121200,121700,121600,118400,116900,118600,117600,118500,115600,116400,115600,112000,114000,116300,119600,119300,119200,120200,122600,124600,124200,118900,125000,124400,125400,115800,118800,120700,124300,124600,127000,125200,126300,127300,131700,136400,138500,139300,139000,141600,142600,144100,143200,143100,145700,144300,148500,142100,141800,136700,140400,140800,141800,140300,141600,142200,146300,149000,151900,154500,155100,157800,158000,162000,163200,162600,160200,162000,170200,176200,
1510,Alameda County,California,19,532300,507900,463200,440500,433300,425100,410900,389000,368100,352800,340800,338700,319900,310000,301500,314000,324100,331000,344300,360800,372800,376800,372900,377900,379200,372400,373600,374100,380700,374900,375200,377400,376800,371200,360000,360200,354300,350400,334800,328900,331400,333300,339700,340400,342400,339100,336100,341200,333800,335100,329300,341900,357000,375400,387500,394700,400400,410900,420200,430500,436200,442700,450300,465400,483400,494400,502900,505800,510700,512700,516300,524800,527600,532300,532900,540800,547100,560500,562900,561800,560300,562900,568100,572500,586200,603900,608500,608500,607200,614400,618400,622300,622700,634600,641900,664600,658700,656600,644400,646000,647800,647800,655400,659400,674000,679500,689900,704700,718500,721200,699600,695400,698700,709500,716400,730500,743100,758000,774100,800900,803300,800000,790300,797100,800400,798400,800100,800200,801100,797300,796500,816600,818800,809800,789100,786100,791100,790400,789700,799400,794500,810100,819300
2801,Middlesex County,Massachusetts,20,363400,354700,346700,346300,346500,350100,348900,344000,335000,332500,332900,346200,336100,333100,320900,328400,332600,333900,339800,336600,336800,343400,353200,360600,352800,349600,344800,349200,354300,366000,372700,366100,358500,352100,354400,353200,341500,329900,328100,341000,351400,354200,355200,350800,348600,338000,342700,347600,352200,351700,349200,358500,361400,365800,363500,363600,363300,359500,362300,362600,364300,366900,368600,375100,375700,381800,383900,390300,390200,390300,390100,389200,388500,386600,392300,395000,400000,396700,400300,401400,405000,403000,405800,411000,417100,413200,411000,408200,412700,413800,414900,417000,419800,424000,422300,425300,422800,427900,426400,433100,437900,441000,440100,431300,436400,440500,448400,448500,454300,460400,463900,458600,456400,459400,466400,469200,468500,474100,481200,489300,491200,493600,492000,494600,496000,498300,494600,491900,490600,489900,497600,501900,509700,510200,515200,512700,508900,506600,511900,514400,516400,517000,524700
2046,Suffolk County,New York,21,396000,398900,404300,404000,397600,392700,385700,378000,370800,370500,365000,362000,355800,356300,356200,358100,353100,353700,349400,351200,344600,349000,346600,353100,350800,353900,350900,348000,347300,344000,343100,348100,345200,350200,348600,352600,347900,339400,342600,337200,340500,333000,331300,329500,324700,331900,329800,331300,334500,336200,340300,340700,343000,342700,329000,329800,329300,339400,343100,349300,352400,349800,350600,347700,347100,343400,344100,344700,346500,345600,345900,341700,338600,336700,336000,339400,342100,344800,342200,335500,337400,338600,350200,353400,355700,352000,349900,355500,352000,348600,344400,344600,347200,346700,348600,349600,345500,344200,344600,350200,351900,353600,352600,353800,351100,352800,351300,354700,356300,359500,358200,355900,357900,359800,363600,363900,358500,353600,349300,355600,363300,369600,373500,373600,374400,379700,382000,385600,383600,387100,385100,388100,386300,390700,393000,395100,399500,403500,405500,408100,407000,412200,412000
3017,Sacramento County,California,22,250600,235500,223100,211900,204100,199500,192000,187000,178300,174600,170600,165800,163200,159900,162000,162900,166300,170800,172600,174100,173900,176300,176300,174000,174300,174300,175500,174400,172200,171200,169100,169200,169600,169900,169400,163700,160100,156600,155100,152600,150000,151100,151300,151400,152400,153300,156100,156200,157300,156300,153800,153200,154200,160900,165200,171800,177700,182300,188500,190600,197800,200700,209200,214700,221600,226300,230300,231000,232600,236500,240200,242100,241300,244100,246600,248300,247700,246800,248500,249900,250500,251800,253000,257300,260000,262500,262400,263200,264600,266400,268200,270100,270200,273300,276300,282000,286300,288800,290200,290000,291100,294200,295200,299900,302700,303800,304400,303600,305500,305700,308700,311800,317100,320100,322100,323700,325800,329600,334300,335000,339600,342500,344700,343300,339000,342200,344300,345700,346600,346500,351100,351200,353000,356300,356900,357000,355800,357400,359300,358400,361700,363200,370900
1252,Nassau County,New York,23,457800,461000,470700,472900,466900,464300,454000,446000,432300,424700,422600,415700,415900,412800,415100,413000,412500,404200,404300,406600,415200,416600,415500,418300,423400,429700,426800,425200,415600,415800,412800,415600,417500,412000,418100,418800,422600,426700,417500,415600,404200,405200,411700,409500,408300,398500,399700,400000,396700,395900,401400,407900,408100,408900,413300,411100,413000,409000,417900,418600,420300,414600,412900,416700,422100,423300,427500,428300,429700,426100,428000,426900,425900,424000,425900,427000,429600,433900,438300,436400,431700,425800,427200,430800,434300,441700,441900,447700,440800,440200,434200,435600,435000,439700,442800,442200,444900,446200,453200,452100,454300,456900,457600,462600,463200,467500,463100,468200,470600,477600,484800,487400,487900,485400,486600,488500,493200,498700,500400,497700,499100,505000,507300,505800,506500,505400,510000,511700,519900,518700,519300,513400,516300,517300,525700,529300,528700,519500,515400,519400,531100,535400,
2993,Palm Beach County,Florida,24,240700,232200,220800,220900,218300,219700,213700,204800,192800,183200,173900,166700,159700,153100,146100,145600,148600,153500,157200,158400,157400,155900,154800,155000,150000,145300,143500,144700,142900,139000,133800,133000,132200,131000,129500,124300,119300,116100,116400,116800,116000,113500,112900,113400,111800,114700,114100,117100,116100,121000,123900,128700,129400,132300,134200,137500,139600,142300,146300,148700,146800,147000,151500,156900,159500,161200,163300,166700,167600,171900,173200,173500,174500,174000,175900,178900,183700,184400,184600,182500,187100,188000,191400,191200,192900,195400,201900,206000,207100,206900,206900,208400,208200,210200,208500,212600,214300,221500,220900,222000,223900,227000,229800,229100,226800,226100,224300,229700,230700,234200,232800,234800,235300,236900,239000,240600,242600,244600,249500,252600,254400,252600,248400,247000,243900,244600,245600,251000,254800,253700,252400,253800,258000,259600,259100,258200,258200,260900,263800,266500,272900,278400,287600
2241,Cuyahoga County,Ohio,25,,,,,,,,,,,,,,,,,,,97100,101300,104500,102500,100200,99500,99600,101100,102100,101300,94800,87800,82300,84400,91100,95600,94000,82200,78200,75600,77300,80400,82100,86900,82300,80800,78400,80200,81800,79400,76500,78800,84200,86700,89000,89100,90900,86900,83700,85600,87300,91700,91700,90500,87600,89000,93200,96000,95300,92300,90700,87500,87900,84100,84700,85200,89900,92400,93900,97400,96400,96600,92300,93800,95100,93300,93600,88600,93000,94100,99100,98500,98300,93700,91100,90800,93700,99600,99200,101600,101400,104300,102400,103700,102300,103600,105100,108100,111100,109100,108300,109300,112900,110300,108500,105700,109400,113900,118500,119300,118000,116700,119900,119500,119300,114500,111900,110900,113300,115700,117600,118600,120400,125100,126400,127300,126100,124500,123600,120500,122500,122700,124500,126100,137500
3165,Hillsborough County,Florida,26,195400,183300,177400,172800,172200,168900,163900,157000,151900,145600,140000,134700,130600,127100,124800,124600,125500,125100,126500,125500,127400,124700,125200,124200,120800,118300,116300,118100,113700,111200,108900,108400,106100,105000,101800,95000,91500,88600,91000,91300,96600,99900,103300,103400,102000,100100,101300,104100,105000,106400,106200,108300,110100,112200,113700,114400,119900,123200,126600,126400,128700,130200,132500,133300,136600,140500,142000,141100,137300,138000,137200,138500,136600,134200,135400,136700,142100,143200,144700,145300,145300,147800,147800,150500,151600,154700,156200,157300,157600,158700,160700,162300,163500,163500,168300,172100,174500,175100,175200,179400,179100,181200,180100,181800,182700,182900,186900,186400,188700,184700,185700,186400,190800,193600,195600,196700,199900,201000,205400,206500,208900,206500,206100,206900,207600,208100,207700,209000,213200,216100,226500,231600,234700,226800,220400,218900,221000,223200,225500,228500,231700,234600,244600
2614,Allegheny County,Pennsylvania,27,89400,92600,91500,91400,94300,93100,91500,88200,89000,85400,80000,82500,85900,90300,91500,96200,102200,104300,106300,107100,109300,107500,103500,104700,107200,110900,109500,108500,106800,105800,106200,109700,109600,109500,104600,106900,107200,106900,105400,106100,111800,112200,111300,108400,107100,104600,106200,107400,111600,113700,114900,116900,117700,116900,116900,115200,115400,111700,114100,115600,118400,117800,118400,118600,119500,119400,121300,119800,119300,117000,114300,116300,118800,123100,121600,121800,121800,124000,124500,124900,123500,124800,125000,132700,134800,134600,128000,126800,129400,130400,130300,129400,130700,130600,132600,139400,139200,138100,130800,131400,131900,131800,131700,132400,133200,134300,134400,137600,138900,139800,139500,139900,140500,139000,138300,140500,144000,143100,141400,149700,158100,159600,150300,146400,146500,148100,147000,148300,148000,150600,149800,160800,163700,166000,157600,156200,154500,154500,151900,154600,157600,168100,172700
1950,Oakland County,Michigan,28,157400,149500,142900,135300,136600,136600,137200,129900,121000,114300,106600,99600,90200,81900,79600,79200,84400,86400,92300,94700,103700,107500,110100,103600,99500,98100,103100,106400,109100,105000,101500,95300,97500,98500,105500,99900,95500,88100,88900,93000,96400,105500,108400,113100,110600,109900,107300,105000,103600,102600,107000,109300,117600,126000,130400,135200,129800,134400,131600,137600,139200,141100,140000,141100,150300,160500,163000,162600,158900,160300,159000,158800,156300,156300,161200,166300,171900,176300,181800,176400,171300,168300,172200,174000,173500,174100,174500,178700,183700,185000,184300,181700,181600,180600,181200,183600,186200,186200,185700,187800,190500,194300,195200,198800,199200,199700,198500,200300,201900,208400,211100,213300,208200,206600,207900,211000,214400,217100,216300,217300,218900,223400,225200,223600,224200,225000,226300,225400,226400,229600,227500,223000,221900,225000,232000,230200,234400,235100,241100,241300,240400,237300,238300
2288,Franklin County,Ohio,29,135000,131100,133600,132300,131300,127100,124800,123500,119400,118700,120200,119800,119800,119300,121500,121700,124300,128400,131900,133800,134000,132000,130900,135000,137200,135200,129100,126300,119300,116300,112000,114700,113800,120500,120600,117100,110300,110500,111800,113300,114000,117000,114900,113700,114100,117700,118700,112400,109100,113400,120000,125400,126900,129300,128000,123400,122800,125200,125900,122800,118900,118600,122200,127800,133500,136700,135500,132000,131900,129900,130300,130600,133500,136100,135200,138300,139400,141700,139600,139500,139800,140100,140500,154100,156600,156700,145500,144800,144700,144500,145300,145200,142300,141300,142500,146700,151600,152500,152000,148300,150000,149900,153000,154200,156500,157700,158900,158000,156600,156500,158900,159500,160000,159400,159900,161700,163400,166800,167900,170400,170200,170000,167600,168500,169000,170800,170700,172200,173900,177700,176000,182300,184700,189800,186200,183200,182800,182400,183700,185600,190700,195900,199200
